title,link,abstract,processed_abstract
Designing Green Communication Systems for Smart and Connected Communities via Dynamic Spectrum Access,/doi/10.1145/3274284,"Smart and connected communities (SCCs) are emerging as a novel paradigm that allows the community residents to be connected with surrounding environments through smart technologies. However, there remain important challenges to fully exploit the potential of SCCs in improving societal well-being and prosperity. In particular, there is a need for designing green communication systems that are also capable of providing high quality of service (QoS) to distribute and collect information to and from SCCs. However, simultaneously satisfying both of these criteria is difficult due to varying demands posed by heterogeneous sensing modalities, lack of dedicated infrastructure in rural/sub-urban areas, and certain sustainability constraints. While low-power short-range technologies often fail to achieve high QoS, using 3G or 4G technologies (LTE, LTE-A, GSM) for SCCs will eventually face spectrum scarcity and cross technology interference. In recent times, Dynamic spectrum access (DSA) has been proposed as a solution to overcome policy constraints and improve spectrum scarcity by spectrum sharing. In this article, we show that harnessing DSA in the context of SCCs can also achieve notable benefits in terms of energy efficiency and sustainability. Specifically, we propose a novel architecture for designing sustainable SCCs using a small-scale DSA-enabled overlay network that improves end-to-end energy efficiency of the network while guaranteeing QoS. We also propose a dynamic spectrum band selection approach that intelligently matches any message requirement to a suitable band type by exploiting distinct electro-magnetic characteristics of various bands. Since data generated in SCCs are typically valuable only when delivered within a certain hard (or soft) deadline, we formulate a linear optimization problem for determining the most energy-efficient path that ensures a delivery time within the hard deadline. After proving that such a problem is NP-Hard, we propose an exact pseudo-polynomial time dynamic programming algorithm to solve it followed by a polynomial time greedy heuristic. Additionally, we formulate a non-linear optimization problem to find the optimal path when the message delivery time is defined as a soft deadline and extend our greedy heuristic to handle soft deadlines. Compared to the homogeneous band access approaches that opportunistically access free channels within a given spectrum band, our extensive simulation study shows that the proposed dynamic multi-band selection approach significantly improves the achievable energy efficiency while meeting various hard and soft deadlines.",connected sccs connected technologies sccs designing qos sccs certain technologies qos technologies sccs spectrum scarcity dynamic spectrum access dsa spectrum scarcity spectrum dsa sccs efficiency designing sccs improves efficiency qos dynamic spectrum band selection message band sccs within certain hard soft deadline formulate problem path delivery time within hard deadline problem time dynamic time greedy heuristic formulate problem path message delivery time soft deadline greedy heuristic soft deadlines band access access within spectrum band dynamic selection improves efficiency hard soft deadlines
Predictive Analytics for Smart Parking: A Deep Learning Approach in Forecasting of IoT Data,/doi/10.1145/3412842,"Nowadays, a sustainable and smart city focuses on energy efficiency and the reduction of polluting emissions through smart mobility projects and initiatives to “sensitize” infrastructure. Smart parking is one of the building blocks of intelligent mobility, innovative mobility that aims to be flexible, integrated, and sustainable and consequently integrated into a Smart City. By using the Internet of Things (IoT) sensors located in the parking areas or the underground car parks in combination with a mobile application, which indicates to citizens the free places in the different areas of the city and guides them toward the chosen parking, it is possible to reduce air pollution and fluidifying noise traffic. In this article, we present and discuss an innovative Deep Learning-based ensemble technique in forecasting the parking space occupancy to reduce the search time for parking and to optimize the flow of cars in particularly congested areas, with an overall positive impact on traffic in urban centres. A genetic algorithm has also been used to optimize predictors parameters. The main goal is to design an intelligent IoT-based service that can predict, in the next few hours, the parking spaces occupancy of a street. The proposed approach has been assessed on a real IoT dataset composed by over than 15M of collected sensor records. Obtained results demonstrate that our method outperforms both single predictors and the widely used strategy of the mean providing inherently robust predictions.",nowadays smart city polluting smart mobility initiatives sensitize smart parking mobility innovative mobility integrated integrated smart city iot parking areas parks places areas city parking reduce pollution fluidifying traffic innovative forecasting parking occupancy reduce parking optimize congested areas traffic centres genetic used optimize predictors hours parking occupancy street assessed iot records obtained predictors used
Photo Sleuth: Identifying Historical Portraits with Face Recognition and Crowdsourced Human Expertise,/doi/10.1145/3365842,"Identifying people in historical photographs is important for preserving material culture, correcting the historical record, and creating economic value, but it is also a complex and challenging task. In this article, we focus on identifying portraits of soldiers who participated in the American Civil War (1861--65), the first widely photographed conflict. Many thousands of these portraits survive, but only 10%--20% are identified. We created Photo Sleuth, a web-based platform that combines crowdsourced human expertise and automated face recognition to support Civil War portrait identification. Our mixed-methods evaluations of Photo Sleuth one month and 11 months after its public launch showed that it helped users successfully identify unknown portraits and provided a sustainable model for volunteer contribution. We also discuss implications for crowd-AI interaction and person identification pipelines.",identifying people historical photographs preserving material culture correcting historical record creating economic also identifying portraits soldiers participated american civil war photographed conflict thousands portraits survive identified created photo sleuth combines crowdsourced expertise automated face civil war portrait identification photo sleuth month months public launch showed helped successfully identify unknown portraits provided volunteer contribution also discuss implications person identification pipelines
Graphene-Based Artificial Synapses with Tunable Plasticity,/doi/10.1145/3447778,"Design and implementation of artificial neuromorphic systems able to provide brain akin computation and/or bio-compatible interfacing ability are crucial for understanding the human brain’s complex functionality and unleashing brain-inspired computation’s full potential. To this end, the realization of energy-efficient, low-area, and bio-compatible artificial synapses, which sustain the signal transmission between neurons, is of particular interest for any large-scale neuromorphic system. Graphene is a prime candidate material with excellent electronic properties, atomic dimensions, and low-energy envelope perspectives, which was already proven effective for logic gates implementations. Furthermore, distinct from any other materials used in current artificial synapse implementations, graphene is biocompatible, which offers perspectives for neural interfaces. In view of this, we investigate the feasibility of graphene-based synapses to emulate various synaptic plasticity behaviors and look into their potential area and energy consumption for large-scale implementations. In this article, we propose a generic graphene-based synapse structure, which can emulate the fundamental synaptic functionalities, i.e., Spike-Timing-Dependent Plasticity (STDP) and Long-Term Plasticity. Additionally, the graphene synapse is programable by means of back-gate bias voltage and can exhibit both excitatory or inhibitory behavior. We investigate its capability to obtain different potentiation/depression time scale for STDP with identical synaptic weight change amplitude when the input spike duration varies. Our simulation results, for various synaptic plasticities, indicate that a maximum 30% synaptic weight change and potentiation/depression time scale range from [-1.5 ms, 1.1 ms to [-32.2 ms, 24.1 ms] are achievable. We further explore the effect of our proposal at the Spiking Neural Network (SNN) level by performing NEST-based simulations of a small SNN implemented with 5 leaky-integrate-and-fire neurons connected via graphene-based synapses. Our experiments indicate that the number of SNN firing events exhibits a strong connection with the synaptic plasticity type, and monotonously varies with respect to the input spike frequency. Moreover, for graphene-based Hebbian STDP and spike duration of 20ms we obtain an SNN behavior relatively similar with the one provided by the same SNN with biological STDP. The proposed graphene-based synapse requires a small area (max. 30 nm2), operates at low voltage (200 mV), and can emulate various plasticity types, which makes it an outstanding candidate for implementing large-scale brain-inspired computation systems.",neuromorphic brain computation brain computation synapses neurons neuromorphic graphene candidate perspectives implementations synapse implementations graphene perspectives investigate synapses emulate various synaptic plasticity implementations synapse emulate synaptic plasticity stdp plasticity graphene synapse voltage investigate obtain scale stdp synaptic weight change input spike duration varies various synaptic indicate synaptic weight change scale ms ms ms ms snn small snn neurons synapses indicate snn synaptic plasticity varies input spike stdp spike duration obtain snn snn stdp synapse small voltage emulate various plasticity candidate computation
Exploring the Role of Common Model of Cognition in Designing Adaptive Coaching Interactions for Health Behavior Change,/doi/10.1145/3375790,"Our research aims to develop intelligent collaborative agents that are human-aware: They can model, learn, and reason about their human partner’s physiological, cognitive, and affective states. In this article, we study how adaptive coaching interactions can be designed to help people develop sustainable healthy behaviors. We leverage the common model of cognition (CMC) [31] as a framework for unifying several behavior change theories that are known to be useful in human–human coaching. We motivate a set of interactive system desiderata based on the CMC-based view of behavior change. Then, we propose PARCoach, an interactive system that addresses the desiderata. PARCoach helps a trainee pick a relevant health goal, set an implementation intention, and track their behavior. During this process, the trainee identifies a specific goal-directed behavior as well as the situational context in which they will perform it. PARCCoach uses this information to send notifications to the trainee, reminding them of their chosen behavior and the context. We report the results from a 4-week deployment with 60 participants. Our results support the CMC-based view of behavior change and demonstrate that the desiderata for proposed interactive system design is useful in producing behavior change.",develop agents model reason partner physiological affective states coaching develop healthy model cmc unifying behavior change theories useful coaching motivate set interactive system desiderata view behavior change parcoach interactive system addresses desiderata parcoach helps trainee pick relevant set track behavior trainee behavior situational context parccoach notifications trainee reminding behavior context report view behavior change desiderata interactive system useful behavior change
The LDBC Social Network Benchmark: Business Intelligence Workload,/doi/10.14778/3574245.3574270,"The Social Network Benchmark's Business Intelligence workload (SNB BI) is a comprehensive graph OLAP benchmark targeting analytical data systems capable of supporting graph workloads. This paper marks the finalization of almost a decade of research in academia and industry via the Linked Data Benchmark Council (LDBC). SNB BI advances the state-of-the art in synthetic and scalable analytical database benchmarks in many aspects. Its base is a sophisticated data generator, implemented on a scalable distributed infrastructure, that produces a social graph with small-world phenomena, whose value properties follow skewed and correlated distributions and where values correlate with structure. This is a temporal graph where all nodes and edges follow lifespan-based rules with temporal skew enabling realistic and consistent temporal inserts and (recursive) deletes. The query workload exploiting this skew and correlation is based on LDBC's ""choke point""-driven design methodology and will entice technical and scientific improvements in future (graph) database systems. SNB BI includes the first adoption of ""parameter curation"" in an analytical benchmark, a technique that ensures stable runtimes of query variants across different parameter values. Two performance metrics characterize peak single-query performance (power) and sustained concurrent query throughput. To demonstrate the portability of the benchmark, we present experimental results on a relational and a graph DBMS. Note that these do not constitute an official LDBC Benchmark Result - only audited results can use this trademarked term.",social benchmark workload snb bi graph benchmark analytical data graph data benchmark ldbc snb bi scalable analytical database data scalable social graph follow values temporal graph follow temporal skew temporal query workload skew ldbc graph database snb bi parameter analytical benchmark query parameter values query benchmark graph ldbc benchmark
Toward a Sparse Self-Organizing Map for Neuromorphic Architectures,/doi/10.1145/2638559,"Neurobiological systems have often been a source of inspiration for computational science and engineering, but in the past their impact has also been limited by the understanding of biological models. Today, new technologies lead to an equilibrium situation where powerful and complex computers bring new biological knowledge of the brain behavior. At this point, we possess sufficient understanding to both imagine new brain-inspired computing paradigms and to sustain a classical paradigm which reaches its end programming and intellectual limitations.In this context, we propose to reconsider the computation problem first in the specific domain of mobile robotics. Our main proposal consists in considering computation as part of a global adaptive system, composed of sensors, actuators, a source of energy and a controlling unit. During the adaptation process, the proposed brain-inspired computing structure does not only execute the tasks of the application but also reacts to the external stimulation and acts on the emergent behavior of the system. This approach is inspired by cortical plasticity in mammalian brains and suggests developing the computation architecture along the system's experience.This article proposes modeling this plasticity as a problem of estimating a probability density function. This function would correspond to the nature and the richness of the environment perceived through multiple modalities. We define and develop a novel neural model solving the problem in a distributed and sparse manner. And we integrate this neural map into a bio-inspired hardware substrate that brings the plasticity property into parallel many-core architectures. The approach is then called Hardware Plasticity. The results show that the self-organization properties of our model solve the problem of multimodal sensory data clusterization. The properties of the proposed model allow envisaging the deployment of this adaptation layer into hardware architectures embedded into the robot's body in order to build intelligent controllers.",source understanding biological new new biological behavior understanding new computation problem computation system source adaptation behavior system plasticity computation system plasticity problem function function model problem hardware plasticity architectures hardware plasticity properties model problem properties model adaptation hardware architectures
E2-VOR: An End-to-End En/Decoder Architecture for Efficient Video Object Recognition,/doi/10.1145/3543852,"High-resolution video object recognition (VOR) evolves so fast but is very compute-intensive. This is because VOR leverages compute-intensive deep neural network (DNN) for better accuracy. Although many works have been proposed for speedup, they mostly focus on DNN algorithm and hardware acceleration on the edge side. We observe that most video streams need to be losslessly compressed before going online and an encoder should have all the video information. Moreover, as the cloud should have abundant computing power to handle sophisticated VOR algorithms, we propose to take a one-shot effort for a modified VOR algorithm at the encoding stage in cloud and integrate the full VOR regeneration into a slightly extended decoder on the device. The scheme can enable lightweight VOR with server-class accuracy by simply leveraging the classic and economic video decoder universal to any mobile device. Meanwhile, the scheme can save massive computing power for not repetitively processing the same video on different user devices that makes it extremely sustainable for green computing across the whole network.We propose E2-VOR, an end-to-end encoder and decoder architecture for efficient VOR. We carefully design the scheme to have minimum impact on the video bitstream transmitted. In the cloud, the VOR extended video encoder tracks on a macro-block basis and packs intelligent information into the video stream for increased VOR accuracy and fast regenerating process. On the edge device, we extend the traditional video decoder with a small piece of dedicated hardware to enable the efficient VOR regeneration. Our experiment shows that E2-VOR can achieve 5.0× performance improvement with less than 0.4% VOR accuracy loss compared to the state-of-the-art FAVOS scheme. On average, E2-VOR can run over 54 frames-per-second (FPS) for 480P videos on an edge device.",video vor fast vor dnn accuracy dnn edge video encoder video cloud computing vor vor cloud vor regeneration extended decoder device scheme enable vor accuracy video decoder device scheme computing video computing encoder decoder vor scheme video cloud vor extended video encoder video vor accuracy fast edge device video decoder enable vor regeneration vor accuracy scheme edge device
Neural Network Approximation of Graph Fourier Transform for Sparse Sampling of Networked Dynamics,/doi/10.1145/3461838,"Infrastructure monitoring is critical for safe operations and sustainability. Like many networked systems, water distribution networks (WDNs) exhibit both graph topological structure and complex embedded flow dynamics. The resulting networked cascade dynamics are difficult to predict without extensive sensor data. However, ubiquitous sensor monitoring in underground situations is expensive, and a key challenge is to infer the contaminant dynamics from partial sparse monitoring data. Existing approaches use multi-objective optimization to find the minimum set of essential monitoring points but lack performance guarantees and a theoretical framework. Here, we first develop a novel Graph Fourier Transform (GFT) operator to compress networked contamination dynamics to identify the essential principal data collection points with inference performance guarantees. As such, the GFT approach provides the theoretical sampling bound. We then achieve under-sampling performance by building auto-encoder (AE) neural networks (NN) to generalize the GFT sampling process and under-sample further from the initial sampling set, allowing a very small set of data points to largely reconstruct the contamination dynamics over real and artificial WDNs. Various sources of the contamination are tested, and we obtain high accuracy reconstruction using around 5%–10% of the network nodes for known contaminant sources, and 50%–75% for unknown source cases, which although larger than that of the schemes for contaminant detection and source identifications, is smaller than the current sampling schemes for contaminant data recovery. This general approach of compression and under-sampled recovery via NN can be applied to a wide range of networked infrastructures to enable efficient data sampling for digital twins.",monitoring networked wdns graph dynamics networked dynamics sensor data sensor monitoring contaminant dynamics monitoring data set essential monitoring points performance guarantees theoretical graph gft networked contamination dynamics essential data points performance guarantees gft theoretical sampling performance nn gft sampling sampling set set data points contamination dynamics wdns sources contamination contaminant sources source schemes contaminant source sampling schemes contaminant data recovery recovery nn networked data sampling
Magic Brush: An AI-based Service for Dementia Prevention focused on Intrinsic Motivation,/doi/10.1145/3555549,"This study proposes Magic Brush, an AI-based application for dementia prevention targeting middle-aged individuals who may be at risk for mild cognitive impairment (MCI) or dementia. In order to prevent dementia effectively at home, it is important to strengthen their intrinsic motivation. Promoting motivation is a critical issue in designing computerized cognitive therapy (CCT) for sustainability. Guided by self-determination theory, three main factors of intrinsic motivation were utilized as the main themes for the development: autonomy, competence, and relatedness. Especially, we focused on demotivating factors of low competence which are commonly shared among the elderly and developed a magic brush function equipped with neural style transfer technology to help disconnect the link between low competence and demotivation. The user study (n=35) targeting individuals aged over 50 was conducted with both quantitative and qualitative methods. In general, users reported positive experiences with Magic Brush. The results of Structural Equation Modeling analysis showed that intrinsic motivation is an important contributor to the intention to use together with perceived usefulness. Intrinsic motivation can be promoted by AI therapist likability and perception of one's own performance. Discussion and implications are provided in relation to using AI technology to promote motivation.",study magic brush dementia targeting individuals cognitive dementia dementia important intrinsic motivation motivation cognitive main factors intrinsic motivation main competence factors low competence magic brush technology low competence study targeting individuals magic brush intrinsic motivation important intrinsic motivation ai ai technology motivation
Autonomous Orchestration of Distributed Discrete Event Simulations in the Presence of Resource Uncertainty,/doi/10.1145/2746345,"Discrete event simulations model the behavior of complex, real-world systems. Simulating a wide range of events and conditions provides a more nuanced model, but also increases its computational footprint. To manage these processing requirements in a scalable manner, discrete event simulations can be distributed across multiple computing resources. Orchestrating the simulations in a distributed setting involves coping with resource uncertainty. We consider three key aspects of resource uncertainty: resource failures, heterogeneity, and slowdowns. Each of these aspects is managed autonomously, which involves making accurate predictions of future execution times and latencies while also accounting for differences in hardware capabilities and dynamic resource consumption profiles. Further complicating matters, individual tasks within the simulation are stateful and stochastic, requiring inter-task communication and synchronization to produce accurate outcomes. We deal with these challenges through intelligent state collection and migration, active resource monitoring, and empirical evaluation of resource capabilities under changing conditions. To underscore the viability of our solution, we provide benchmarks using a production discrete event simulation that can simultaneously sustain failures, manage resource heterogeneity, and handle slowdowns while being orchestrated by our framework.",discrete event simulations model simulating conditions nuanced model manage discrete event simulations distributed orchestrating simulations distributed involves coping resource uncertainty aspects resource uncertainty resource failures heterogeneity slowdowns aspects managed autonomously involves accurate latencies accounting differences capabilities resource profiles complicating matters simulation stateful stochastic accurate outcomes deal migration resource resource capabilities conditions underscore discrete event simulation failures manage resource heterogeneity slowdowns orchestrated
FORTNIoT: Intelligible Predictions to Improve User Understanding of Smart Home Behavior,/doi/10.1145/3432225,"Ubiquitous environments, such as smart homes, are becoming more intelligent and autonomous. As a result, their behavior becomes harder to grasp and unintended behavior becomes more likely. Researchers have contributed tools to better understand and validate an environments' past behavior (e.g. logs, end-user debugging), and to prevent unintended behavior. There is, however, a lack of tools that help users understand the future behavior of such an environment. Information about the actions it will perform, and why it will perform them, remains concealed. In this paper, we contribute FORTNIoT, a well-defined approach that combines self-sustaining predictions (e.g. weather forecasts) and simulations of trigger-condition-action rules to deduce when these rules will trigger in the future and what state changes they will cause to connected smart home entities. We implemented a proof-of-concept of this approach, as well as a visual demonstrator that shows such predictions, including causes and effects, in an overview of a smart home's behavior. A between-subject evaluation with 42 participants indicates that FORTNIoT predictions lead to a more accurate understanding of the future behavior, more confidence in that understanding, and more appropriate trust in what the system will (not) do. We envision a wide variety of situations where predictions about the future are beneficial to inhabitants of smart homes, such as debugging unintended behavior and managing conflicts by exception, and hope to spark a new generation of intelligible tools for ubiquitous environments.",ubiquitous environments smart homes behavior becomes harder grasp unintended behavior becomes contributed tools understand environments behavior logs debugging unintended behavior tools understand future behavior perform perform concealed fortniot predictions forecasts rules deduce rules trigger future smart home demonstrator predictions overview smart home behavior fortniot predictions understanding future behavior understanding envision predictions future beneficial inhabitants smart homes debugging unintended behavior exception spark intelligible tools ubiquitous environments
Vibration Edge Computing in Maritime IoT,/doi/10.1145/3484717,"IoT and the Cloud are among the most disruptive changes in the way we use data today. These changes have not significantly influenced practices in condition monitoring for shipping. This is partly due to the cost of continuous data transmission. Several vessels are already equipped with a network of sensors. However, continuous monitoring is often not utilised and onshore visibility is obscured. Edge computing is a promising solution but there is a challenge sustaining the required accuracy for predictive maintenance. We investigate the use of IoT systems and Edge computing, evaluating the impact of the proposed solution on the decision making process. Data from a sensor and the NASA-IMS open repository were used to show the effectiveness of the proposed system and to evaluate it in a realistic maritime application. The results demonstrate our real-time dynamic intelligent reduction of transmitted data volume by  without sacrificing specificity or sensitivity in decision making. The output of the Decision Support System fully corresponds to the monitored system's actual operating condition and the output when the raw data are used instead. The results demonstrate that the proposed more efficient approach is just as effective for the decision making process.",iot disruptive changes use data changes influenced practices condition monitoring shipping partly continuous data vessels already continuous monitoring utilised onshore visibility obscured edge computing solution sustaining maintenance use iot edge computing evaluating proposed solution decision making process data repository used proposed system maritime demonstrate transmitted data sacrificing specificity sensitivity decision making output decision system corresponds monitored system actual condition output raw data used demonstrate proposed decision making process
Maintaining Control Resiliency and Flow Programmability in Software-Defined WANs During Controller Failures,/doi/10.1109/TNET.2021.3128771,"Providing resilient network control is a critical concern for deploying Software-Defined Networking (SDN) into Wide-Area Networks (WANs). For performance reasons, a Software-Defined WAN is divided into multiple domains controlled by multiple controllers with a logically centralized view. Under controller failures, we need to remap the control of offline switches from failed controllers to other active controllers. Existing solutions have three limitations: (1) the least flow programmability (e.g., the ability to change paths of flows) cannot be maintained; (2) active controllers could be overloaded, interrupting their normal operations; (3) network performance could be degraded because of the increasing controller-switch communication overhead. In this paper, we propose RetroFlow&#x002B; to recover the flow programmability and achieve low communication overhead during controller failures. By intelligently configuring a set of selected offline switches working under the legacy routing mode and several active controllers releasing a few control resources, RetroFlow&#x002B; enables active controllers to use the minimum control resource to sustain the flow programmability. RetroFlow&#x002B; also smartly transfers the control of offline switches with the SDN routing mode to active controllers to minimize the communication overhead from these offline switches to the active controllers. Simulation results show that RetroFlow&#x002B; realizes low communication overhead, recovers all offline flows under one and two controller failures, and improves the flow recovery percentage up to 70&#x0025; under three controller failures, compared with the state-of-the-art solution.",control sdn controllers controller failures control offline switches controllers active controllers three flow programmability flows active controllers could could communication overhead retroflow flow programmability communication overhead controller failures offline switches routing mode active controllers control retroflow active controllers control flow programmability retroflow control offline switches sdn routing mode active controllers communication overhead offline switches active controllers retroflow communication overhead offline flows controller failures flow three controller failures
A Low-power Programmable Machine Learning Hardware Accelerator Design for Intelligent Edge Devices,/doi/10.1145/3531479,"With the advent of the machine learning and IoT, many low-power edge devices, such as wearable devices with various sensors, are used for machine learning–based intelligent applications, such as healthcare or motion recognition. While these applications are becoming more complex to provide high-quality services, the performance of conventional low-power edge devices with extremely limited hardware resources is insufficient to support the emerging intelligent applications. We designed a hardware accelerator, called an Intelligence Boost Engine (IBE), for low-power smart edge devices to enable the real-time processing of emerging intelligent applications with energy efficiency and limited programmability. The measurement results confirm that the proposed IBE can reduce the power consumption of the edge node device by 75% and achieve performance improvement in processing the kernel operations of applications such as motion recognition by 69.9 times.",advent machine edge devices wearable devices machine intelligent applications healthcare motion recognition applications becoming services performance edge devices extremely limited hardware insufficient emerging intelligent applications hardware accelerator boost engine ibe edge devices enable processing emerging intelligent applications limited programmability measurement confirm ibe edge node device performance processing kernel operations applications motion recognition times
Collective intelligence as a public good,/doi/10.1177/26339137221083293,"We discuss measures of collective intelligence in evolved and designed self-organizing ensembles, defining collective intelligence in terms of the benefits to be gained through the exchange of information and other resources, as well as through coordination or cooperation, in the interests of a public good. These benefits can be numerous, from estimating a hard-to-observe cue to efficiently searching for resource. The measures should also account for costs to individuals, such as in attention or energy, and trade-offs for the ensemble, such as the flexibility to respond to an important change in the environment versus stability that is robust to unimportant variability. When there is a tension between the interests of the individual and those of the group, game-theoretic considerations may affect the level of collective intelligence that can be achieved. Models of individual rules that yield collective dynamics with multi-stable solutions provide a means to examine and shape collective intelligence in evolved and designed systems.",discuss measures collective intelligence evolved designed ensembles defining collective intelligence benefits gained exchange coordination cooperation interests public benefits numerous estimating cue searching measures account costs individuals ensemble flexibility respond versus robust unimportant variability tension interests individual group considerations affect collective intelligence achieved individual rules yield collective examine shape collective intelligence evolved designed
Towards Energy-Preserving Natural Language Understanding With Spiking Neural Networks,/doi/10.1109/TASLP.2022.3221011,"Artificial neural networks have shown promising results in a variety of natural language understanding (NLU) tasks. Despite their successes, conventional neural-based NLU models are criticized for high energy consumption, making them laborious to be widely applied in low-power electronics, such as smartphones and intelligent terminals. In this paper, we introduce a potential direction to alleviate this bottleneck by proposing a spiking encoder. The core of our model is bi-directional spiking neural network (SNN) which transforms numeric values into discrete spiking signals and replaces massive multiplications with much cheaper additive operations. We examine our model on sentiment classification and machine translation tasks. Experimental results reveal that our model achieves comparable classification and translation accuracy to advanced <sc>Transformer</sc> baseline, whereas significantly reduces the required computational energy to 0.82&#x0025;.",neural shown promising results variety natural language understanding nlu tasks despite successes nlu criticized laborious widely applied electronics smartphones terminals direction alleviate bottleneck proposing spiking encoder core model spiking neural snn transforms numeric values discrete spiking signals replaces massive multiplications much cheaper additive operations examine model sentiment classification translation tasks results reveal model comparable classification translation advanced sc transformer baseline whereas reduces required
Incorporation of Solvent Effect into Multi-Objective Evolutionary Algorithm for Improved Protein Structure Prediction,/doi/10.1109/TCBB.2017.2705094,"The problem of predicting the three-dimensional 3-D structure of a protein from its one-dimensional sequence has been called the “holy grail of molecular biology”, and it has become an important part of structural genomics projects. Despite the rapid developments in computer technology and computational intelligence, it remains challenging and fascinating. In this paper, to solve it we propose a multi-objective evolutionary algorithm. We decompose the protein energy function Chemistry at HARvard Macromolecular Mechanics force fields into bond and non-bond energies as the first and second objectives. Considering the effect of solvent, we innovatively adopt a solvent-accessible surface area as the third objective. We use 66 benchmark proteins to verify the proposed method and obtain better or competitive results in comparison with the existing methods. The results suggest the necessity to incorporate the effect of solvent into a multi-objective evolutionary algorithm to improve protein structure prediction in terms of accuracy and efficiency.",predicting structure protein sequence holy grail molecular biology part structural genomics projects despite rapid developments computer remains fascinating solve evolutionary algorithm decompose protein chemistry harvard macromolecular mechanics force fields bond energies objectives effect solvent innovatively adopt surface third objective benchmark proteins verify obtain competitive results comparison results suggest necessity incorporate effect solvent evolutionary algorithm protein structure prediction
Machine Intelligence on Resource-Constrained IoT Devices: The Case of Thread Granularity Optimization for CNN Inference,/doi/10.1145/3126555,"Despite their remarkable performance in various machine intelligence tasks, the computational intensity of Convolutional Neural Networks (CNNs) has hindered their widespread utilization in resource-constrained embedded and IoT systems. To address this problem, we present a framework for synthesis of efficient CNN inference software targeting mobile SoC platforms. We argue that thread granularity can substantially impact the performance and energy dissipation of the synthesized inference software, and demonstrate that launching the maximum number of logical threads, often promoted as a guiding principle by GPGPU practitioners, does not result in an efficient implementation for mobile SoCs. We hypothesize that the runtime of a CNN layer on a particular SoC platform can be accurately estimated as a linear function of its computational complexity, which may seem counter-intuitive, as modern mobile SoCs utilize a plethora of heterogeneous architectural features and dynamic resource management policies. Consequently, we develop a principled approach and a data-driven analytical model to optimize granularity of threads during CNN software synthesis. Experimental results with several modern CNNs mapped to a commodity Android smartphone with a Snapdragon SoC show up to 2.37X speedup in application runtime, and up to 1.9X improvement in its energy dissipation compared to existing approaches.",despite remarkable computational intensity convolutional cnns hindered widespread synthesis efficient cnn inference software targeting mobile soc argue thread granularity substantially dissipation synthesized inference software launching logical threads promoted guiding principle gpgpu practitioners efficient mobile socs hypothesize runtime cnn soc estimated linear computational seem modern mobile socs plethora policies principled granularity threads cnn software synthesis modern cnns mapped commodity android smartphone snapdragon soc runtime dissipation
A Design Methodology for Energy-Aware Processing in Unmanned Aerial Vehicles,/doi/10.1145/3470451,"Unmanned Aerial Vehicles (UAVs) have rapidly become popular for monitoring, delivery, and actuation in many application domains such as environmental management, disaster mitigation, homeland security, energy, transportation, and manufacturing. However, the UAV perception and navigation intelligence (PNI) designs are still in their infancy and demand fundamental performance and energy optimizations to be eligible for mass adoption. In this article, we present a generalizable three-stage optimization framework for PNI systems that (i) abstracts the high-level programs representing the perception, mining, processing, and decision making of UAVs into complex weighted networks tracking the interdependencies between universal low-level intermediate representations; (ii) exploits a differential geometry approach to schedule and map the discovered PNI tasks onto an underlying manycore architecture. To mine the complexity of optimal parallelization of perception and decision modules in UAVs, this proposed design methodology relies on an Ollivier-Ricci curvature-based load-balancing strategy that detects the parallel communities of the PNI applications for maximum parallel execution, while minimizing the inter-core communication; and (iii) relies on an energy-aware mapping scheme to minimize the energy dissipation when assigning the communities onto tile-based networks-on-chip. We validate this approach based on various drone PNI designs including flight controller, path planning, and visual navigation. The experimental results confirm that the proposed framework achieves 23% flight time reduction and up to 34% energy savings for the flight controller application. In addition, the optimization on a 16-core platform improves the on-time visit rate of the path planning algorithm by 14% while reducing 81% of run time for ConvNet visual navigation.",uavs perception navigation pni designs optimization pni perception decision uavs pni onto perception decision uavs relies parallel communities pni parallel relies communities onto pni designs flight controller path planning visual navigation flight flight controller optimization path planning visual navigation
