date,abstract,title,link
,"Driven by the “third industrial revolution”, energy internet has become the core of modern economic and social development. It combines with internet, big data, artificial intelligence and other technologies to jointly promote intelligent, clean, efficient and sustainable development. This paper first briefly analyzes the background and significance of energy internet, and points out that compared with traditional energy network, energy internet has the advantages of electrification and integration. Then, this paper studies the framework and functional forms of the energy internet, and roughly divides the energy internet into energy production and consumption layer, energy transmission layer, integrated energy management big data platform, and application layer. At the same time, an effective method is proposed to combine the energy system with emerging technologies such as the internet, smart grid, cloud computing, and big data to solve the problem of low energy efficiency of the energy system. On this basis, the development trend of the energy internet is predicted, and the development focus of the energy internet field is proposed from different angles, which has certain guiding significance for the development of the energy internet.",Review on the functional form and development trend of energy internet,https://ieeexplore.ieee.org/document/9545975/
,"Congestion control in wireless sensor network (WSN) imposes significant challenges. Performance along with sustainability is crucial in a hostile and critical environment. The deployment of huge tiny sensor having constrained resources demands energy optimization and free channel. Traditional congestion control mechanisms are not sufficient to perform efficiently. Artificial Intelligence -based techniques are more prominent in recent years. However, these techniques are also parameter specific and do not come up with a general framework. In the current study various Artificial Intelligence-based congestion control techniques are analyzed and possible research gaps are identified. A critical analysis of state-of-the art techniques are considered which demands a shift from specific to general WSN congestion control framework.",A Critical Analysis of Artificial Intelligence Based Congestion Control Mechanisms in WSN,https://ieeexplore.ieee.org/document/9824422/
,"The combination of renewable energy sources and prosumer-based smart grid is a sustainable solution to cater to the problem of energy demand management. A pressing need is to develop an efficient Energy Management Model (EMM) that integrates renewable energy sources with smart grids. However, the variable scenarios and constraints make this a complex problem. Machine Learning (ML) methods can often model complex and non-linear data better than the statistical models. Therefore, developing an ML algorithm for the EMM is a suitable option as it reduces the complexity of the EMM by developing a single trained model to predict the performance parameters of EMM for multiple scenarios. However, understanding latent correlations and developing trust in highly complex ML models for designing EMM within the stochastic prosumer-based smart grid is still a challenging task. Therefore, this paper integrates ML and Gaussian Process Regression (GPR) in the EMM. At the first stage, an optimization model for Prosumer Energy Surplus (PES), Prosumer Energy Cost (PEC), and Grid Revenue (GR) is formulated to calculate base performance parameters (PES, PEC, and GR) for the training of the ML-based GPR model. In the second stage, stochasticity of renewable energy sources, load, and energy price, same as provided by the Genetic Algorithm (GA) based optimization model for PES, PEC, and GR, and base performance parameters act as input covariates to produce a GPR model that predicts PES, PEC, and GR. Seasonal variations of PES, PEC, and GR are incorporated to remove hitches from seasonal dynamics of prosumers energy generation and prosumers energy consumption. The proposed adaptive Service Level Agreement (SLA) between energy prosumers and the grid benefits both these entities. The results of the proposed model are rigorously compared with conventional optimization (GA and PSO) based EMM to prove the validity of the proposed model.",Machine Learning Based Energy Management Model for Smart Grid and Renewable Energy Districts,https://ieeexplore.ieee.org/document/9218929/
,"Summary form only given, as follows. The complete presentation was not made available for publication as part of the conference proceedings. Smart home computing focuses on “home” and combines related peripheral industries to jointly promote smart home services, including smart appliances, home entertainment, home health care and security monitoring, to build a safe and secure, energy-saving, sustainable and comfort residential living environment. Twenty years have passed. When we look back, there is still no clear definition of “intelligence at home.” Philips Inc., a leading consumer electronics company, ever said that intelligence should include sensing, connected, learning, adaptation, and ease to interact. Smart applications and services are still in the development stage; till now, they are not all capable of these five intelligent characteristics.In this talk, the speaker would like to present a topic, “smart home with soft-intelligence, IoT and AI,” with many scenarios that differ from traditional usages which require tedious manual operations. From my personal point of view, I will propose four technical directions, i.e., home networking, context awareness, recognization and user interface, which I personally call “enabling technologies and effects” to build a smart home. To ease of understanding, the speaker will present a set of practical design, development and services for realizing some interesting cases with various networked devices and sensors in home computing contexts. It is believed that the prospect of smart home services could provide better user experience, and also inspires new and future applications and services in ubiquitous home network environments.","Smart Home with Software Intelligence, IoT and AI",https://ieeexplore.ieee.org/document/9268213/
,"The objective of this research is to Present the use of Digital Twin. Internet of Things and Intelligence Technology to Intelligently Develop The Energy Management Potential of Campuses By using Digital Twin to manage energy consumption, it enables the creation of work and life on campus, whether it is personal. Teachers and students, including those with disabilities, have a better quality of life. Living on campus is more comfortable Collect energy consumption data, organizations to manage power management systems, reduce energy consumption, simplify management in all departments, and reduce campus costs. It can transparently monitor energy consumption and use educational equipment on campus, especially cost and expenditure management, and sustainable energy consumption, as well as management. Control usage data, energy consumption results, and budget allocations related to educational institutions can create reliability in managing information about electrical energy and energy competency assessment results, and can be recorded and controlled in Digital Twin that can be as if it were with a control center. IoT and Cloud Computing are also integrated with AI systems embedded in state-of-the-art equipment for use in environmental management and intelligent energy management. As well as creating new energy models and management that can resolve future emergencies by controlling virtual energy within the organization from outside anytime, anywhere.","IoT, AI and Digital Twin For Smart Campus",https://ieeexplore.ieee.org/document/9910286/
,"Smart agriculture researchers bring numerous tools and prospects to the farm ecosystem to improve its productivity and, mainly, its sustainability. Artificial Intelligence (AI) is widely used in precision agriculture as Internet of Things (IoT) technologies have brought a huge volume of data to exploit to provide useful insights for farmers such as weather prediction, pest development detection, or harvest time estimation. AI algorithms are mostly executed in the cloud due to their inherent computing constraints, thus requiring the different sensors to offload their data to the appropriate server. Depending on the amount and volume of data exchanged, the need for computer offloading may induce privacy, security, and latency issues in addition to weighting on the sensor’s battery consumption as wireless transmission methods have a high-energy demand. To overcome this difficulty, recent research has tried to bring AI computation closer to the end device with edge or fog computing and more recently with the Tiny Machine Learning (TinyML) paradigm that aims to embed the AI algorithm directly into the sensor’s microcontroller. In that context, this paper proposes a prototype of smart sensor capable of detecting fruits presence with TinyML. We then study the energy consumption of our system in different IoT scenarios.",TinyML Smart Sensor for Energy Saving in Internet of Things Precision Agriculture platform,https://ieeexplore.ieee.org/document/9829675/
,"We examine the computational energy requirements of different systems driven by the geometrical scaling law (known as Moore's law or Dennard Scaling for geometry) and increasing use of Artificial Intelligence/ Machine Learning (AI/ML) over the last decade. With more scientific and technology applications based on data-driven discovery, machine learning methods, especially deep neural networks, have become widely used. In order to enable such applications, both hardware accelerators and advanced AI/ML methods have led to the introduction of new architectures, system designs, algorithms, and software. Our analysis of energy trends indicates three important observations: 1) Energy efficiency due to geometrical scaling is slowing down; 2) The energy efficiency at the bit-level does not translate into efficiency at the instruction-level, or at the system-level for a variety of systems, especially for large-scale AI/ML accelerators or supercomputers; 3) At the application level, general-purpose AI/ML methods can be computationally energy intensive, off-setting the gains in energy from geometrical scaling and special purpose accelerators. Further, our analysis provides specific pointers for integrating energy efficiency with performance analysis for enabling high-performance and sustainable computing in the future.","Trends in Energy Estimates for Computing in AI/Machine Learning Accelerators, Supercomputers, and Compute-Intensive Applications",https://ieeexplore.ieee.org/document/9926296/
,"Growing concern with carbon emission and strong vision to have green environment have forced to adopt the sustainable energy leading to strong interlink between energy and climate. This paper provides the conceptual framework for Data-Driven Intelligent Energy Management (DIEM) system for environmentally sustainable energy access, it is a step to deliver sustainable green energy to the society without any large economic or social reforms through RE integration. It largely deals with efficient energy delivery based on smart interaction of renewable resources through IoT-ICT and power electronic interface to a cognitive grid. It aims at validation of solutions for demand side energy management based on energy data analysis and machine learning algorithms for optimal decision making. This paper also explores the architecture for power and communication exchange to be used for Demand Side Management (DSM) and provides the computational framework for Intelligent Energy Management Tool (IEMT).",Integrated Energy Management Framework for Environmentally Sustainable Energy Access,https://ieeexplore.ieee.org/document/8596979/
,"Energy management became an essential mindset toward sustainability. Analyzing energy demand rates facilitates the adoption of efficient energy management solutions. Moreover, forecasting future energy demand is needed to support decision makers in long-term strategic planning. Hence, energy consumption prediction using Artificial Intelligence (AI) becomes an important research field recently. However, forecasting models need to be trained on rich data to provide precise predictions. It sometimes can be difficult as irregularities could have very low frequency in the data. Therefore, this research paper proposes an innovative data construction framework to enhance the performance of AI-based energy demand forecasting solutions using Digital Twin Technology (DT). Nowadays, DT becomes an emerging technology in the industrial and energy sectors. In this research study, DT technology is utilized in constructing an extensive dataset that covers various scenarios to train AI models. This approach reduces the overestimation and underestimation of the prediction model and ensures the model generalization. In addition, the research study considers the impact of different external factors such as climatic factors, socioeconomic factors, etc. As a part of the framework, the performance of the trained models will be evaluated and validated using cross-validation and other evaluation metrics.",A framework application for improving energy demand forecasting using digital twining,https://ieeexplore.ieee.org/document/9740092/
,"Technologies such as electrification, informatization, and intelligence will reshape the energy form of cities in the future. Energy will become a key link in sustainable development and be integrated into sustainable urban development. Starting from the key elements of the energy system for sustainable urban development, considering urban resource endowment and energy demand, combining future urban forms and technological development, from the perspective of prosumer, a smart energy network ecosystem created by global partners and stakeholders is proposed. The features of the proposed ecosystem are: (1) the wisdom of various participants, the consideration of the renewable energy resources available in urban, and the waste heat and wastewater available in urban are integrated; (2) the integrated integration of smart grid and energy storage applications; considering the integration of big data, artificial intelligence and other technical means are considered; (3) focusing on the energy supply and consumption needs of the prosumers, we will jointly customize the smart energy network ecosystem, realize the complementary use of multiple clean energy sources and the coordinated response of the source, network, and storage to provide fair and diversified comprehensive energy services for urban users. This paper demonstrates the ecosystem's modelling ideas, principles, methods and logical framework. Based on the case of the Smart Otaniemi project in Espoo, Finland, it analyses the implementation plan of the smart energy network's ecosystem to provide support for the sustainable development of urban.",Designing Smart Energy Network Ecosystem for Integrated energy services in urban areas,https://ieeexplore.ieee.org/document/9216903/
,"The decision to use a renewable form of energy generation was unavoidable due to the rapidly rising demand for energy and to achieve sustainability goals. Rooftop solar photovoltaic energy generation utilizes space for panel installation effectively and with the least amount of transmission losses. Using conventional methods, determining the appropriate rooftop space for solar PV systems is a laborious operation. The use of orthophotos and aerial imageries has shown to be effective for mapping effective roofs and taking accurate measurements. Utilizing automated machine learning approaches would make it easier to obtain the footprints for large geographical areas. The data collected a remote sensing imaging drone is used in this study to create an orthophoto and digital surface model. The development of deep learning and growing computational power have benefited remote sensing images and geospatial analysis. This research experiment is to extract building roofs appropriate for solar PV installations in a village setting. For the entire research region chosen, the model predicts against manually created ground truth maps. The potential for electricity generation from the existing, vacant building roofs is demonstrated via solar rooftop energy assessment. Such outputs would be used by authorities for complex spatial analysis in decision-making in coming days. The models created are intended to automatically generate vital spatial data sets incorporating geographic as well as geometric properties.",Remote sensing using drone and machine learning for computation of rooftop solar energy potential,https://ieeexplore.ieee.org/document/10101182/
,"Since urbanization is occurring at an exponential rate today, energy saving is a key factor for the majority of sustainable smart cities. Out of that, the majority of energy usage is directed toward homes, where there is an enormous possibility for energy optimization. As a result, most academics believe that forecasting this household energy using the advent of AI and machine learning techniques will have social benefits. However, predicting energy consumption alone won't help a city optimize its utilization of energy; it's also crucial to comprehend the factors that influence such predictions so that any available countermeasures can be applied and the city can make decisions about energy optimization that are more accountable, trustworthy, and justifiable to all of its stakeholders. There are different categories of explainers that offer the ability to explore a black box model. Each of these explanations has a connection to a certain model feature. Here, dalex, a Python library that implements a type of explanation, is utilized. a model-neutral user interfaces for interactive fairness and interpretability. It can make machine learning models more understandable. This method is used in this case to know the prediction model and discover the factors responsible for household energy consumption together including their relative importance.",Predicting daily household energy usages by using Model Agnostic Language for Exploration and Explanation,https://ieeexplore.ieee.org/document/10053775/
,The increase in energy consumption has seen a huge bump in the past few decades. The credit goes to extensive urbanization and globalization. Forecasting the amount of energy consumption helps in sustainable development and making cost-efficient decisions. The recent studies have revealed that uncontrollable energy demand can be faced in upcoming decades. This produces an alarming situation and various researchers have been working towards energy consumption by adopting various methods. This article presents a comprehensive review of the various researchers' contribution to forecasting the energy demand for various resources. This article apprises the multiple machine learning techniques adopted to study the real data using time series models. An in-depth review of efficient resource allocation and consumption in cloud computing has also been included. Various statistics have been presented as the ground of comparing the performance of various proposed models with the state-of-the-art.,Study on Machine Learning based Energy Efficiency in Developed Countries,https://ieeexplore.ieee.org/document/9243421/
,"Globally, wind energy is growing rapidly and has received huge consideration to fulfill global energy requirements. An accurate wind power forecasting is crucial to achieve a stable and reliable operation of the power grid. However, the unpredictability and stochastic characteristics of wind power affect the grid planning and operation adversely. To address these concerns, a substantial amount of research has been carried out to introduce an efficient wind power forecasting approach. Artificial Intelligence (AI) approaches have demonstrated high precision, better generalization performance and improved learning capability, thus can be ideal to handle unstable, inflexible and intermittent wind power. Recently, AI-based hybrid approaches have become popular due to their high precision, strong adaptability and improved performance. Thus, the goal of this review paper is to present the recent progress of AI-enabled hybrid approaches for wind power forecasting emphasizing classification, structure, strength, weakness and performance analysis. Moreover, this review explores the various influential factors toward the implementations of AI-based hybrid wind power forecasting including data preprocessing, feature selection, hyperparameters adjustment, training algorithm, activation functions and evaluation process. Besides, various key issues, challenges and difficulties are discussed to identify the existing limitations and research gaps. Finally, the review delivers a few selective future proposals that would be valuable to the industrialists and researchers to develop an advanced AI-based hybrid approach for accurate wind power forecasting toward sustainable grid operation.","Artificial Intelligence Based Hybrid Forecasting Approaches for Wind Power Generation: Progress, Challenges and Prospects",https://ieeexplore.ieee.org/document/9483904/
,"Recently, edge artificial intelligence techniques (e.g., federated edge learning) are emerged to unleash the potential of big data from Internet of Things (IoT). By learning knowledge on local devices, data privacy preserving and Quality of Service (QoS) are guaranteed. Nevertheless, the dilemma between the limited on-device battery capacities and the high energy demands in learning is not resolved. When the on-device battery is exhausted, the edge learning process will have to be interrupted. In this article, we propose a novel wirelessly powered edge intelligence (WPEG) framework, which aims to achieve a stable, robust, and sustainable edge intelligence by energy harvesting (EH) methods. First, we build a permissioned edge blockchain to secure the peer-to-peer (P2P) energy and knowledge sharing in our framework. To maximize edge intelligence efficiency, we then investigate the wirelessly powered multiagent edge learning model and design the optimal edge learning strategy. Moreover, by constructing a two-stage Stackelberg game, the underlying energy-knowledge trading incentive mechanisms are also proposed with the optimal economic incentives and power transmission strategies. Finally, simulation results show that our incentive strategies could optimize the utilities of both parties compared with classic schemes, and our optimal learning design could realize the optimal learning efficiency.",Blockchain-Based Incentive Energy-Knowledge Trading in IoT: Joint Power Transfer and AI Design,https://ieeexplore.ieee.org/document/9197687/
,"Through the digitization of essential functional processes, Industry 4.0 aims to build knowledgeable, networked, and stable value chains. Network trustworthiness is a critical component of network security that is built on positive interactions, guarantees, transparency, and accountability. Blockchain technology has drawn the attention of researchers in various fields of data science as a safe and low-cost platform to track a large number of eventual transactions. Such a technique is adaptable to the renewable energy-trade sector, which suffers from security and trustworthy issues. Having a decentralized energy infrastructure, that is supported by blockchain and artificial intelligence, enables smart and secure microgrid energy trading. The new age of industrial production will be highly versatile in terms of production volume and customization. As such a robust collaboration solution between consumers, businesses, and suppliers must be both secure and sustainable. In this article, we introduce a cooperative and distributed framework that relies on computing, communication, and intelligence capabilities of edge and end devices to enable secure energy trading, remote monitoring, and network trustworthiness. The blockchain and federated learning-enabled solution provide secure energy trading between different critical entities. Such a technique, coupled with 5G and beyond networks, would enable mass surveillance, monitoring, and analysis to occur at the edge. Performance evaluations are conducted to test the effectiveness of the proposed solution in terms of reliability and responsiveness in a vehicular network energy-trade scenario.",A Federated Learning and Blockchain-Enabled Sustainable Energy Trade at the Edge: A Framework for Industry 4.0,https://ieeexplore.ieee.org/document/9670460/
,"Hybrid energies interest many companies and countries. No form of electricity production is optimal in all situations. The wind and the sun are intermittent but do not consume fuel and do not emit greenhouse gases. Natural gas electricity production emits greenhouse gases but is distributable (i.e. it has a yield that can be easily controlled between maximum values of nominal capacity or reduced to zero) to help balance supply and demand. Hydroelectric power often requires and devotes large areas, but is renewable and distributable. However, the realization of all these projects remains dependent on the development of more efficient and more economical electrical energy storage systems. Hybrid power plants: a solution for the future? To provide energy that is more affordable, more reliable, and more sustainable. AI, smart grid [6] and Energy storage: The dynamics of new energies, that is to say, local and renewable, are indeed launched. To succeed in this revolution, the problem of storing renewable energies, due to their intermittent nature, remains to be resolved. Machine learning and neural networks play an important role in improving forecasts in the energy industry.",Hybridization and energy storage high efficiency and low cost,https://ieeexplore.ieee.org/document/9357198/
,"With the share of distributed energy increasing in modern power system, the construction of integrated energy systems and integrated energy services have been promoted on a large scale. Among them, as a development direction of distributed energy, CCHP (Combined Cooling, Heating and Power) system draws great attentions. For such a system, many studies have shown that its economic benefits depend largely on the scheduling strategy. To discuss the economic dispatching strategy of the integrated energy micro-grid and achieve rapid and sustainable development of urban power supply. This paper studies the day-ahead scheduling strategy of a typical CCHP integrated energy microgrid in a northern Chinese city in summer and uses an artificial intelligence algorithm (Particle Swarm Optimization, PSO) to find the economically optimal solution for operating costs, while considering the environmental costs. This research has a certain reference value for the optimal operation of the community-scale integrated energy system.",Economic Optimization of a Community-scale Integrated Energy Microgrid Based on PSO Algorithm,https://ieeexplore.ieee.org/document/9220488/
,"The increasing penetration of renewables in distribution networks calls for the development of new technologies allowing for secure and stable operation of the power grid. Smart DSM and sector coupling are options with growing potential to integrate flexibilities into the grid, supporting decarbonization, decentralization, and digitization. Advancing the available flexibility of smart demand side applications, the energy system will be enabled to operate in a more sustainable and reliable way. The German-Finnish R&D project FUSE (FUture Smart Energy) attempts to increase the resilience of distribution grids by developing and investigating methods based on Artificial Intelligence (AI) for integrated planning and operation of multi-energy applications, supply infrastructure and local network conditions. For performance testing and assessment, the applied methods are implemented in a Smart Grid laboratory integrating process and/or buffer storage flexibility. An optimization framework is established to find the optimum system design and operation of resources. With the developed methods soft-control signals are generated automatically for available resources, enabling dynamic and decentralized control of demand side applications, while preserving independence of stakeholders. First performance testing runs show promising results. Ongoing development activities include improvement of system forecasts and determination of dynamically changing flexibility levels of participating devices.",Validating Algorithms for Flexible Load Control in a Smart Grid Laboratory Environment,https://ieeexplore.ieee.org/document/9639980/
,"Under the Energy Efficiency Directive (2012/27/EU) energy companies have to achieve yearly energy savings up to 1.5% of annual sales to final consumers. Although buildings’ occupants and energy end-users seem to be gaining greater awareness of the value and need for sustainable energy practices, they do not behave in a more energy-conscious way. Existing solutions tend to be complicated, excluding buildings’ occupants from the process of understanding how the building works in terms of energy efficiency. This study presents a suite of user-centered applications, which will empower energy end-users to engage in achieving energy efficiency, using an open, secure, privacy-respectful, configurable, scalable cloud based big data infrastructure. This multi-disciplinary big data environment will integrate heterogeneous types of data, combined with emerging machine learning algorithms, distributed ledgers, blockchain technologies and a digital reward scheme through an alternative currency. These tools provide a “user – centric” framework for energy companies, local and regional authorities and third parties to empower energy end-users to take an active attitude in their energy usage. The proposed framework aims at transforming the social environment in a building to make people aware of the value of energy, and the importance of their collaboration, unlocking a potential for 12TWh energy saved in Europe.",Innovative Personalised Applications to Motivate and Support Behavioural Energy Efficiency,https://ieeexplore.ieee.org/document/9555498/
,"As the number of interconnected devices increases and more artificial intelligence (AI) applications upon the Internet of Things (IoT) start to flourish, so does the environmental cost of the computational resources needed to send and process all the generated data. Therefore, promoting the optimization of AI applications is a key factor for the sustainable development of IoT solutions. Paradigms such as Edge Computing are progressively proposed as a solution in the IoT field, becoming an alternative to delegate all the computation to the Cloud. However, bringing the computation to the local stage is limited by the resources’ availability of the devices hosted at the Edge of the network. For this reason, this work presents an approach that simplifies the complexity of supervised learning algorithms at the Edge. Specifically, it separates complex models into multiple simpler classifiers forming a cascade of discriminative models. The suitability of this proposal in a human activity recognition (HAR) context is assessed by comparing the performance of three different variations of this strategy. Furthermore, its computational cost is analyzed in several resource-constrained Edge devices in terms of processing time. The experimental results show the viability of this approach to outperform other ensemble methods, i.e., the Stacking technique. Moreover, it substantially reduces the computational cost of the classification tasks by more than 60% without a significant accuracy loss (around 3.5%). This highlights the potential of this strategy to reduce resource and energy requirements in IoT architectures and promote more efficient and sustainable classification solutions.",Optimizing Computational Resources for Edge Intelligence Through Model Cascade Strategies,https://ieeexplore.ieee.org/document/9564246/
,"The vast distribution of low-power devices in IoT applications requires robust communication technologies that ensure high-performance level in terms of QoS, light-weight computation, and security. Advanced wireless technologies (i.e. 5G and 6G) are playing an increasing role in facilitating the deployment of IoT applications. To prolong the network lifetime, energy harvesting is an essential technology in wireless networks. Nevertheless, maintaining energy sustainability is difficult when considering high QoS requirements in IoT. Therefore, an energy management technique that ensures energy efficiency and meets QoS is needed. Energy efficiency in duty cycling solutions needs novel energy management techniques to address these challenges and achieve a trade-off between energy efficiency and delay. Predictive models (i.e., based on AI and ML techniques) represent useful tools that encapsulate the stochastic nature of harvested energy in duty cycle scheduling. The conventional predictive model relies on environmental parameters to estimate the harvested energy. Instead, Artificial Intelligence (AI) allows for recursive prediction models that rely on past behavior of harvested and consumed energy. This is useful to achieve better precision in energy estimation and extend the limit beyond predictive models directed solely for energy sources that exhibit periodic behavior. In this paper, we explore the usage of a ML model to enhance the performance of duty cycle scheduling. The aim is to improve the QoS performance of the proposed solution. To assess the performance of the proposed model, it was simulated using the INET framework of the OMNet++ simulation environment. The results are compared to an enhanced IEEE 802.15.4 MAC protocol from the literature. The results of the comparative study show clear superiority of the proposed AI-based protocol that testified to better use of energy estimation for better management of the duty cycling at the MAC sublayer.",AI-based Energy Model for Adaptive Duty Cycle Scheduling in Wireless Networks,https://ieeexplore.ieee.org/document/9615752/
,"This article describes an analysis of the key technologies currently applied to improve the quality, efficiency, safety and sustainability of Smart Grid systems and identifies the tools to optimize them and possible gaps in this area, considering the different energy sources, distributed generation, microgrids and energy consumption and production capacity. The research was conducted with a qualitative methodological approach, where the literature review was carried out with studies published from 2019 to 2022, in five (5) databases following the selection of studies recommended by the PRISMA guide. Of the five hundred and four (504) publications identified, ten (10) studies provided insight into the technological trends that are impacting this scenario, namely: Internet of Things, Big Data, Edge Computing, Artificial Intelligence and Blockchain. It is concluded that to obtain the best performance within Smart Grids, it is necessary to have the maximum synergy between these technologies, since this union will enable the application of advanced smart digital technology solutions to energy generation and distribution operations, thus allowing to conquer a new level of optimization.",Key technologies applied to the optimization of smart grid systems based on the Internet of Things: A Review,https://ieeexplore.ieee.org/document/9941270/
,"Nowadays, conventional energy system is being replaced by renewable energy system. Especially, PV systems and wind energy systems are gaining much attention due to their future sustainability and eco-friendly nature. However, for these types of systems, optimization and control is a challenging task because of their unpredictable nature. In this paper, an artificial intelligence (AI) based method named as multidimensional particle swarm optimization with weights induced fitness function (MDPSO-WIFF) approach is proposed for achieving the best combination size between the hybrid photovoltaic, wind turbine and battery storage (PV-WT-BT) system. The AI algorithm handles multiobjective optimization and gives minimum cost and maximum reliability along with the minimization of unutilized surplus power. The algorithm is then justified by comparing its results with iterative-pareto-fuzzy technique. The findings show that the proposed approach is faster and capable of obtaining better quality solution in terms of total cost and reliability with trade-off to dump load.",Optimal sizing of a stand-alone hybrid PV-WT-BT system using artificial intelligence based technique,https://ieeexplore.ieee.org/document/9089549/
,"The increase in energy consumption, environmental pollution issues, and low-carbon agenda has grown the research area of demand side management (DSM). DSM programs provide feasible solutions and significantly enhance the efficiency and sustainability of electrical distribution systems. This paper classifies and discusses the broad definition of DSM based on the comprehensive literature study considering demand response and energy efficiency. The implementation of Artificial Intelligence algorithms in DSM applications has been employed in many studies to help researchers make optimal decisions and achieve predictions by analyzing the massive amount of historical data. Owing to its simplicity and consistent performance in fast convergence time, Particle Swarm Optimization (PSO) is widely used as a part of the swarm AI algorithm and has become a prominent technique in the optimization process to exploit the full benefit of the demand-side program. The variants of PSO have been developed to overcome the limitations of the original PSO and solve the high complexity and uncertainty in the DSM optimization process. The proposed PSO-based algorithm can optimize consumers’ consumption curves, reducing the peak demand and hence minimizing the electricity cost when integrated with the DR programs or EE measures. The research works of the PSO algorithm in DSM have seen an increasing trend in the past decade. Therefore, this paper reviewed the application of the PSO-based algorithm in DSM fields with some constraints and discussed the challenges from the previous work. The potential for new opportunities is identified so that PSO methods can be developed for future research.",A Review on the Applications of PSO-Based Algorithm in Demand Side Management: Challenges and Opportunities,https://ieeexplore.ieee.org/document/10130282/
,"Sustainable manufacturing is of increasing interest to a large number of batch production facilities. Energy efficiencies achieved through optimized scheduling is a desired target for such facilities. To achieve these energy efficiencies, the initial step is accurately modelling plant energy profiles from historical production schedule data. This poses several challenges as the data required to model plant energy is stored in various sources and does not conform to a common sampling rate or data type. Also, separating the energy consumption caused by plant production from the base load of lighting and HVAC systems is difficult unless each production process is metered adequately. This paper focuses on developing a methodology to deal with the complexities of data collection, data processing and modelling within a pharmaceutical batch production facility. Historical energy and scheduling data have been utilized to generate a model for the site's energy profile. The approach incorporates data science and machine learning tools which pose a possible solution to the problem outlined. The results from this work can feed into an overarching goal of more sustainable manufacturing processes by allowing site energy engineers to predict and better manage plant energy load.",A Data Science Approach to Modelling a Manufacturing Facility's Electrical Energy Profile from Plant Production Data,https://ieeexplore.ieee.org/document/8631493/
,"This paper presents a design of real-ti<sup xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">me</sup> Air Quality Monitoring System (AQMS) which incorporates Internet of Things (IoT) and cloud computing. AQMS utilizes solar panel and battery pack for independent and autonomous operation, thus, making it self-powered and sustainable. AQMS is based on AVR Microcontroller (Atmega32) and GSM modem (Sim900) for connectivity with the cloud application. The design is made low cost and scalable so that around 50nos. of such systems can be installed on roundabouts of market places, residential and industrial areas. The AQMS monitors the air quality with the help of a miniature suction pump (5volt DC) which establishes a controlled and constant stream of air-flow through a manifold that encapsulates electromechanical sensors, thus measuring the concentration of O2, CO, CO2, SO / SO2 (SOx), NO/ NO2 (NOx), Hydrocarbon (CxHx), temperature, humidity and noise. By default, the air sampling is carried out once in an hour which may be changed depending on the change in air quality, i.e. making it adoptive for energy conservation and extending the sensor's life. The data collected at the cloud application will be processed using data analytics and Artificial Intelligence (AI) for getting insights of data (data mining) regarding the potential locations where the emissions are critical and disastrous for environmental, thus, leading to prevent any mishap. The design is mapped over a metropolitan city of Pakistan, i.e. Karachi, thus initiating the transformation of Karachi to a smart city.","Design of Low Cost, Energy Efficient, IoT Enabled, Air Quality Monitoring System with Cloud Based Data Logging, Analytics and AI",https://ieeexplore.ieee.org/document/9080705/
,"The electric motors of the trains in a railway system are powered by electricity, and the energy demand is high. In addition, rail-based transport systems continue to grow, and therefore, solutions are currently sought to optimise energy consumption. This article presents an analysis of electric multiple units (EMUs) of the Companhia Brasileira de Trens Urbanos - Brazilian Urban Train Company (CBTU) - Recife, Brazil and the use of electric power provided by the engines during acceleration and braking. To this end, a general model is proposed that encompasses an analysis of the speed and driving profiles, herein termed speed profile optimisation. This model is validated by empirical simulations with the aid of MATLAB software and the implementation of a genetic algorithm of artificial intelligence using the Java programming language. We intend to demonstrate that by controlling the train speed profiles and considering some limits, restrictions and parameters, a decrease in energy consumption in the analysed stations will follow, which will promote more sustainable transport and cost savings.",GeneticBee: A theoretic and evolutionary formulation for the energy efficiency problem of urban trains,https://ieeexplore.ieee.org/document/7836252/
,"From ancient times to the present day, the wind has been consistently recognized as one of the most important, accessible, and environmentally friendly energy sources, which today has a significant share in global electricity generation. The limited resources of fossil fuels are running out day by day, and the exploitation of this type of energy produces harmful pollutants. Consequently, double attention is paid to wind power and similar free and sustainable resources. Attaining the optimal location for establishing wind farms and turbines preeminently reduces construction/transmission costs and energy-related losses. In light of the above, we employ several artificial intelligence (AI) algorithms to optimally identify and locate the grid-connected wind farms, significantly serving electricity energy manufacturers and distribution companies. In addition, this study aims to maximize the efficiency of the wind energy system by considering the critical factors influencing the production capacities, such as wind speed, air density, turbine size, and geographical location. This work leverages an image processing-based technique, density-based spatial clustering of applications with noise (DB-SCAN), k-means, fuzzy c-means (FCM), and k-medoids machine learning algorithms. Numerous experiments and simulations are designed and performed exploiting MATLAB/Simulink, all of which demonstrate the substantial superiority of the proposed systems.",Optimal Placement of Grid-Connected Wind Farms Based on Artificial Intelligence Techniques,https://ieeexplore.ieee.org/document/9735051/
