date,abstract,title,link
None,"Energy storage will play an essential role in meeting current Commonwealth policy emissions targets. Using two commonly compared metrics in literature, the marginal and average emissions factors (MEF & AEF), this paper looks to quantify and forecast Australia’s grid emissions when energy storage is increased. Forecasted MEF values, based on a random forest machine learning algorithm, has an accuracy of 87.68% for 5-minute MEF intervals. The AEF is directly calculated based on current and future generation mix. In 2021, the AEF is seen, on average, higher than the MEF. In 2030, due to the increasing percentage of renewables in the grid, the AEF is seen to be, on average, lower than the forecast MEF. Of the two metrics, it can be seen that MEF is more representative of the impact an intervention has on the electricity network and, therefore, is more appropriate for short-term optimisation of energy storage in the National Electricity Market (NEM). Using MEF, optimising energy storage to minimise emissions reduced grid emissions by 29% compared to optimising energy storage to minimise cost for 2021, and similarly 19% in 2030. This translates to a carbon offset price per tonne of ${\$}$6.05 & ${\$}$9.45 respectively.",Operating energy storage to reduce Australia’s grid emissions,https://ieeexplore.ieee.org/document/10033018/
None,"As the E-commerce system continues to evolve progressively, maintaining a very good reputation is essential. Hence with regards to these online surveys show a majority role in maintaining and building a strong E - commerce platform. Online reviews play the role of decision making for the consumers at the receiving end of the E - Commerce network. Experiences, suggestions, and opinions on the variety of products available in the market is given through online reviews. A small variation in the way the review is expressed can bring about a positive or negative impact on sales, brand value, reputation of the business etc. There are high chances where falsification of reviews can also take place with the intended motive to bring down the reputation of a targeted brand, organization, or e-commerce platform. Hence detection and classification of reviews based on genuinely is very much essential. This paper uses a semi- supervised machine learning methodology in which traditional ML algorithms like naive bayes and random forest classifiers are used to solve the above stated problem faced by the E- commerce industry. An existing Food review dataset by Amazon has been used to analyse, extract, and interpret diverse review behaviors.",A Semi Supervised Approach to Fake Product Review Detection,https://ieeexplore.ieee.org/document/10125431/
None,"The need to reduce energy consumption, resources, the introduction of new and ecological materials, the multiplicity of modern technologies available, and the complexity and multi-branch nature of architectural and construction projects means that designers must make complex and difficult decisions. This work presents currently available and used in the AEC industry project tools, sustainable building design analysis and provides an overview of the possibilities of using artificial intelligence methods and tools, such as Knowledge Based Engineering (KBE), fuzzy logic, neural networks, genetic algorithms, Monte-Carlo simulation. These methods can be used in the early design stage to improve decision making process and to optimize both the design process and the project itself. This article presents possible ways of developing AI methods for wider application in architectural design with possibilities to commercialize them.",Application of Artificial Intelligence in Sustainable Building Design - Optimisation Methods,https://ieeexplore.ieee.org/document/8864698/
None,"Energy diversification is very important to the sustainable economy growth. In this paper we develop an endogenous growth model and analyze some major relationship between the energy diversification and sustainable economy growth. The dynamic optimization results of the model show that the technology progress will make great contributions to the energy diversification and the specialized energy R&D plays an important role in the energy diversification process, which can accelerates energy supply source expansion. Propelled by the specialized energy R&D, energy diversification will redistribute the labor force among different sectors, offset the adverse effects of diminishing marginal return of factors, and help economy step into sustainable growth e entually.",Energy diversification and sustainable economy growth,https://ieeexplore.ieee.org/document/5882134/
None,"Global warming and air pollution are the two main effects of rising carbon dioxide emissions. Additionally, the quick depletion of the world's petroleum reserves continues to harm both the environment and people. principally, industrial, building, electrical, and transportation are the major polluting sectors leading to ozone layer damage. Using non-renewable sources such as fossil fuels like coal, oil, and natural gases are burned increases CO2 emission and utilization. Greenhouse gases effect, CO2 emissions, and critical changes in climatic conditions increase on a day-to-day basis. For environmental sustainability, the current focus has been on reducing CO2 emissions and mitigating the causes of such emissions. There has not been much attention given to the environmental rebound effect (ERE) approach which concentrates on efficiency enhancements and indicators that go beyond energy to multiple environmental concerns. There are many techniques and methods to overcome carbon dioxide emissions. This paper reviews the causes and remedies (photovoltaic, precooling, usage of renewable sources, and sustainable energy technologies) for mitigating CO2 emissions in various sectors.",Smart Grid based Mitigation of Carbon Dioxide Emissions in Various Sectors -A Survey,https://ieeexplore.ieee.org/document/10073772/
None,"Copper is the material basis for human survival and an important guarantee for national security and economic development. China’s manufacturing industry and construction industry consume about half of the world’s copper and are widely used in new energy, power and telecommunications industries. Therefore, it is extremely important to forecast copper ore prices. This paper proposes to analyze the annual average copper ore prices in each month of 2019 by using the Grey forecasting model and the neural network model, study the ore price trend and predict ore prices. By analyzing and comparing the forecast data, the results show that the established model is effective, the forecast effect is good, the price forecast approximate is high, and the forecast results can provide a relatively reliable source of price information for the government resource development departments and mineral enterprises, in order to make good preparations for the sustainable development of resources.",Application of Grey Forecasting Model Based on Neural Network in Copper Price,https://ieeexplore.ieee.org/document/10108367/
None,"In this paper we introduce UNICON, a large-scale open dataset on UNIversity CONsumption of utilities, electricity, gas and water. This dataset is publicly released as part of La Trobe University’s commitment to Net Zero Carbon Emissions by 2029, for which we are building the La Trobe Energy AI/Analytics Platform (LEAP) that leverages Artificial Intelligence (AI) and Data Analytics to analyse, predict and optimize the consumption, generation and utilization of electricity, renewables, gas and water resources. UNICON contains consumption data for La Trobe’s five campuses in geographically distributed regions, across four years, 2018-2021 inclusive. This includes the COVID-19 global pandemic timeline of university shutdown and work from home measures that led to a significant decrease in the consumption of utilities. The consumption data consists of smart electricity meter readings at 15-minute granularity, gas meter readings at hourly intervals and water meter readings at 15-minute intervals. UNICON also contains weather data from the closest weather station to each campus, collected at two-speed latency of 1 minute and 10 minutes. The dataset is annotated with internal events of significance, such as energy conservation measures (ECMs) and other measurement and validation (M&V) activities conducted as part of LEAP optimization. To the best of our knowledge, this is the first large-scale, comprehensive, open dataset for the three main utilities, electricity, gas, and water consumption in a multi-campus university setting. A high granularity data dictionary and technical validation of the dataset for consumption trends, baseline modelling and forecasting are further contributions of this article that will enable interested research scientists, academics, industry practitioners, sustainability and energy consultants to experiment and evaluate their AI algorithms, models, forecasts, as well as inform the development of energy benchmarks, guidelines and much needed data-driven energy policies.","UNICON: An Open Dataset of Electricity, Gas and Water Consumption in a Large Multi-Campus University Setting",https://ieeexplore.ieee.org/document/9869498/
None,"A community and a city in terms of energy are composed of residential, commercial, industrial, and transportation sectors. Besides, standards as ISO 37120 provide indicators that determine if the community is having a sustainable and quality of life. The energy indicator is used in this paper to analyze the level of energy consumption. Another element involved in a city is the user who lives in that place; there is an interaction between the community, buildings, users, and the software and hardware technology. Consequently, social interaction in users plays a primary role in understanding and knowing the user’s patterns and profile them and how they interact in the building, the community, and the city. Thus, creating a smart community or smart city goes beyond that only use one methodology, so this paper proposes to combine gamification, machine learning, and ISO standard to create a strategy that could promote in a better manner the transition to smart communities and cities. Therefore, this paper analyzes the Energy indicator of the ISO standard applied to Tecnologico de Monterrey, Mexico City Campus (Tec CCM) in a three-level structure: smart building, smart community, and smart city.","A Smooth and Accepted Transition to the Future of Cities Based on the Standard ISO 37120, Artificial Intelligence, and Gamification Constructors",https://ieeexplore.ieee.org/document/9524900/
None,"Online payment transaction is a transaction in which payment is made using digitalized currency. Customers all over the world prefer online payments to purchase almost everything from furniture to clothing, from food to medicines, from gadgets to appliances, and whatnot. the online transaction has now evolved into many platforms. It is one of the most efficient methods provided by many companies to its customer. It not only helps build the company's revenue but also impacts the growth of the company. Let us not forget that with pros come the cons with the greatest advantage of having tedious transactions done at the fingertips comes the fear of fraudulent activity in which our hard-earned money can get theft within seconds. These activities can be determined by machine learning algorithms by feeding adequate data about these transactions. We have used machine learning algorithms such as SVM (Support Vector Machine), LR (Logistic regression), Naive Bayes, Decision tree, and Random Forrest for the same. It is observed that Random Forest classifier has outperformed comparing to other classifiers with the accuracy of 99.94%",Fraud detection in Online Payment Transaction using Machine Learning Algorithms,https://ieeexplore.ieee.org/document/10125521/
None,"This paper presents the EMPOWERING project, a Big Data environment aimed at helping domestic customers to save electricity by managing their consumption positively. This is achieved by improving the information received about energy bills and offering online tools. The main contributions of EMPOWERING are the creation of a novel workflow in the electricity utility sector regarding the implementation of data analytics for their customers and the fast implementation of data-mining techniques in massive datasets within a Big Data platform to achieve scalability. The results obtained show that EMPOWERING can be of use for customers of electrical suppliers by changing their energy habits to decrease consumption and so increase environmental sustainability.","EMPOWERING, a Smart Big Data Framework for Sustainable Electricity Suppliers",https://ieeexplore.ieee.org/document/8536373/
None,"This paper presents a novel technique from the family of artificial intelligence to optimize the essential modeling parameters of Photovoltaic (PV) cell. Though many parameter extraction techniques are available in the literature, still there is a scope to improve the modeling efficiency due to the incorporation of advanced materials in PV cell, low response time, and mainly the wide difference between the extracted values and actual values. Therefore, the proposed Convolutional Neural Network (CNN) technique addresses and overcomes the above issues by accepting the nonlinear synthetic data. The proposed CNN technique architecture has six layers, technically these layers are classified as Convolution layer, Rectified Linear Unit (ReLU) layer, Padding layer, Pooling layer, Flattening layer, fully connected layer, and Output layer. The effectiveness of the proposed CNN technique in terms of response time, and closeness to the actual value is compared with Lightning Search Algorithm (LSA), Simulated Annealing (SA), Differential Evolution (DE), Artificial Bee Colony (ABC), and Advanced Particle Swarm Optimization (APSO) using 85W, 125W and 200W solar module.",Photovoltaic (PV) Cell Parameter Objective Optimization Using Novel Convolutional Neural Network (CNN) Technique,https://ieeexplore.ieee.org/document/10125559/
None,"Load forecasting in the energy sector is an integral part of the electrical system as it is a criterion for its smooth and sustainable operation. The liberalization of electricity, the entry of RES into production and the digitization of supervisory means have brought more complexity to the system which translates into more variables. Machine learning models have the ability to process large numbers of parameters and this makes them attractive to researchers. In the context of this article, through the literature review, the prediction of electric load will be studied using artificial intelligence and specifically machine learning and deep learning which constitute the State of the Art in algorithms.",Short-term Electric Load Forecasting using Engineering and Deep Learning techniques,https://ieeexplore.ieee.org/document/9941467/
None,"Hybrid energies interest many companies and countries. No form of electricity production is optimal in all situations. The wind and the sun are intermittent but do not consume fuel and do not emit greenhouse gases. Natural gas electricity production emits greenhouse gases but is distributable (i.e. it has a yield that can be easily controlled between maximum values of nominal capacity or reduced to zero) to help balance supply and demand. Hydroelectric power often requires and devotes large areas, but is renewable and distributable. However, the realization of all these projects remains dependent on the development of more efficient and more economical electrical energy storage systems. Hybrid power plants: a solution for the future? To provide energy that is more affordable, more reliable, and more sustainable. AI, smart grid [6] and Energy storage: The dynamics of new energies, that is to say, local and renewable, are indeed launched. To succeed in this revolution, the problem of storing renewable energies, due to their intermittent nature, remains to be resolved. Machine learning and neural networks play an important role in improving forecasts in the energy industry.",Hybridization and energy storage high efficiency and low cost,https://ieeexplore.ieee.org/document/9357198/
None,"Future's Educational small and medium enterprises (SMEs) which are super intelligent learning with smart business education environment by using future of 4th technologies, Internet of Thing (IoT), Artificial Intelligence (AI), digitalization and sustainability. These technologies would create smart education; however, barriers cause challenges to apply these technologies and create modern areas like e-learning and MOOCs. It is required to indicate these barriers and find out solutions to apply them and change humans' life to maintain the world. In this paper we will introduce the DOOST SME RANKING (DSRM) Model invented by Prof. Doost, through the 5th wave theory as solutions for Educational SMEs Development and learning and educational concerns in the future of 4th industrial revolution. In other words, this paper is a picture of the current business project environment in Educational SMEs Ranking. One of the primary objectives of this research is to allow educational actors, managers, policy makers, professors, researchers, and trainees to attain a more accurate understanding of the financial-educational economic structure of SMEs in educational sectors and also their scale of activities. This research was made by FHM German Institute of SMEs (F-GISI) and FHM Center for Sustainable Governance (CSG), as a best practice Germany. Firstly, we have started with “DOOST -SME Code” and we provide a SME code for SMEs to sift them with some conditions e.g. financial income and then introduce them for the next step. If some of the SMEs don't have enough abilities to move to the next step can get management consulting and training support from “DOOST -SME Clinic” to improve their situation for the next ranking project. We have categorized the SMEs (have all conditions of the first step) based on customized Guter Mittelstand German Best Practice's categorization methods in 4 main groups: 1) Productive, 2) Service based, 3) Contactor, and 4) Knowledge based. Based on the “DOOST -SME Code”, we have 17 categories: (1)Energy, (2)Agriculture and environmental, (3)Food industry, (4)Health, social welfare and insurance, (5)Human Resources, (6)Dress and clothing, (7)Logistics, mobility and transportation, (8)Procurement, (9)Hotel and tourism, (10)Construction and manufacturing, (11)Education and research, (12)Telecommunication, (13)Digitalization, IoT and smartness, (14)Finance and investment, (15)Automotive and machinery, (16)Recycling and waste & wastewater management, and (17)Others. And then for the second executive step, we will use Guter Mittelstand method and after evaluation will get the results with the eleven factors: 1-Strategy, 2-Liquidity, 3-Risk assessment, 4-Leadership, 5-Market and customer, 6-Organization, 7-Corporate Culture, 8-Staff/Personal, 9-Production and Performance Process, 10-Procurement, 11-Innovation. DOOST SME RANKING (DSRM) Model is suitable ranking method for the Higher Educational Institution (HEIs) Development, based on Guter Mittelstand, Moocs and related progects as German Best Practice towards future readiness through the 5th wave theory and could be a movement to a new concept which is called SMEs 5.0","Doost Sme Ranking Model (DSRM) for the Edu. SMEs Development, based on Guter Mittelstand, MOOCs & Related Projects as German Best Practice Towards: Future Edu Readiness to Achieve SME 5.0",https://ieeexplore.ieee.org/document/9927831/
None,"Condition monitoring of manufacturing processes plays a vital role in the era of Industry 4.0 and sustainable development goals. The use of condition monitoring enables soft sensing of indirectly measurable or non-measurable production indicators, e.g., cutting forces, as the foundation for a digital shadow or digital twin powered by emerging technologies such as artificial intelligence (AI) and edge computing techniques. Hence, when properly applied, it leads to an improvement in process understanding, production planning, quality control, and predictive maintenance. Despite these merits, the adaptability and reliability of condition monitoring at the production field level are limited by the modeling uncertainties due to the rapidly changing industrial environment driven by dynamic customer demands. This study presents a novel strategy to overcome these shortcomings by employing machine internal signals and prior knowledge-embedded machine learning techniques. A concept of incorporating production domain-specific physical models and logical rules into generalized data-driven methods is proposed. A hybrid learning force model based on machine internal signals was constructed. As a result, the soft sensor encompasses stochastic effects that are neglected in the existing model and estimates the reliability of the modeled findings. Prospectively, this allows for online parametrization of the model within dynamically changing conditions. This concept is exemplarily implemented in an industrial use case.",Prior Knowledge-Embedded Machine Learning-Driven Cutting Force Monitoring in Machinery Industry,https://ieeexplore.ieee.org/document/9872585/
None,"The 21st century, which we live in today, is rapidly changing based on the fourth industrial revolution and information and communication technology. According to change, existing urban models are emerging as smart cities. Smart City is a sustainable city that improves urban functions of various elements by applying information and communication convergence technology and environment friendly technology to urban space and solves urban problems that are occurring now. Energy, a core element of the city, enables efficient energy management of energy systems through an Internet of Things-based platform. The Internet of Things is a technology that sends and receives data by attaching sensors to various objects through a network. The goal is to use resources efficiently as the Internet of Things is spread and various industries are applied. This paper is a prediction study based on machine learning algorithms for efficient use of energy infrastructure in the Smart City. The proposed system builds the optimal Smart City by estimating energy efficiency of the Smart City and improving resource utilization.",Prediction of Machine Learning Base for Efficient Use of Energy Infrastructure in Smart City,https://ieeexplore.ieee.org/document/8941864/
None,"This paper seeks to further proposals previously submitted for a balanced Distributed Generation strategy through modified MicroGrids as part of the various regional energy programs underway in Africa. Developing a sense of ownership at the local community level in a strategic collaboration with the university body and technical schools is the key for the success of projects. In addition to the technology development, this paper also points to the importance of the mutual learning platform for information dissemination of development across economic sectors driven by MicroGrid technologies. This platform will offer R&D advancements in various other technologies focused on energy sustainability. Our evaluation suggests that many of these technologies integrated even at MicroGrid powered levels such as a patent pending solar thermal/Fischer Tropsh system which can provide an efficiency of service beyond rural communities to include large urban centers. This paper will attempt to show that the proposed platform can serve as the drivers for efficient municipal town planning systems, resource management and as human resource growth catalyst. Several models based on previous publications around the development of modified micro grids are discussed to illustrate additional possibilities. These platforms are envisioned as primary building blocks for future system expansion.",A platform for information dissemination of MicroGrid technologies,https://ieeexplore.ieee.org/document/6039464/
None,"Internet of Things (IoT) environment consists of an enormous smart device that communicate with each other, so they can gather and transmit the sensing information into IoT network. Besides, IoT has now a wide range of live applications such as transportation, smart home, healthcare, industry, smart environment, smart city as well social gaming robots and personal. In parallel, Industrial Internet of Things (IIoT) is empowered by more momentum as businesses integration between Artificial Intelligence (AI), Big-data and IoT technologies. According to the International Data Corporation (IDC), the worldwide market for IoT solutions including intelligent systems, connectivity services, infrastructure, applications, security, analytics, and professional services has observed an annual growth rate of 20% CAGR (Compound Annual Growth Rate). Furthermore, IoT will play a crucial role in the near future as per the worldwide statistics. It is expected that there will be a considerable amount of cash flow through the worldwide market in the upcoming years for IoT. At the same time, this paper explicitly provides forecast statistics between 2020 till 2030, as it helps organizations and decision makers in many areas, such as industrial and manufacturing, healthcare and lifestyle, energy and utilization, and many other areas related to IoT spending by sector that show expected growth forecasted in this paper.","Internet of Things Market Analysis Forecasts, 2020–2030",https://ieeexplore.ieee.org/document/9210375/
None,"The issues related to conventional generation of electricity arethe matter of concern for power sector today. These include diminishing stock of coal over a period of time, unavailability of good quality coal, non-sustainable issues, ash handling problems etc. Green energy is the alternative to overcome these problems. The green energy is sustainable, renewable and economical. In India, the existing ratio of conventional to non-conventional generation as on 30<sup xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">th</sup> June 2022 is 72:28%. It is required to further improve this ratio to the tune of 60:40%. The performance of the green energy systems can be optimized by AI ML based green computing. Under the umbrella of AI, several technologies have been emerged. These technologies are machine learning, deep learning, data analytics, robotics, neural networks, expert systems, fuzzy logic systems, natural language processing, genetic algorithms etc. The green computing can be made more effective through research as regards how to use these technologies. In this paper, a novice techniques of AI ML based green computing have been proposed. Python programming language is used as a back end programming tool. The proposed methods are simple, cost effective and feasible.",Machine Learning Based Problem Solving Approach in Green Computing,https://ieeexplore.ieee.org/document/10099977/
None,"In the current era, manufacturing industries are entering an extremely competitive environment that harbors new challenges and solutions to overcome those problems. Manufacturers around the globe are finding new ways to operate to maximize operational efficiency, improve sustainability and productivity while decreasing the net overhead cost. Lean production is often seen as one of the most robust framework used by the tycoons of the industries to achieve these goals. With the recent evolution of digitized production technologies in industry 4.0, such as the Internet of things (IoT); Scientists, Manufacturers and Researchers are finding new ways to improve the traditional Lean framework. This research paper aims to examine the link present between Lean manufacturing and IoT. With extensive literature review, it was identified that IoT technology can act as a support tool for lean manufacturing, it not only improves productivity during planning and execution but also streamlines the maintenance stage.",IoT-Enabled Lean Manufacturing: Use of IoT as a Support Tool for Lean Manufacturing,https://ieeexplore.ieee.org/document/9565679/
None,"The planning of energy production and consumption is of great importance for providing both a sustainable economic growth and a clean environment. Accurate short-term forecast in the energy sector is a necessary condition for meeting the energy needs and making long-term strategies for developing the energy capacities and policies. The choice of forecasting model is based primarily on the availability of data. The fundamental provision of efficient forecasting models is based on load balancing, energy trade and network integration. This research presents a brief overview of the mainly applied forecasting methodologies as a set of physical and mathematical models and artificial intelligence in the last twenty years.",A Brief Overview of the Some Forecasting Methods in Energetics,https://ieeexplore.ieee.org/document/9363975/
None,"Every element of modern life, including teaching, is rapidly being impacted by artificial intelligence (AI). Through evaluations of academic stability or termination, AI can also offer learners extra support. Even though AI research is still in its infancy, it is important to monitor how it develops and realises its promise over time. We can improve AI's potential for usage in sports activities and modify the nature of physical education (PE), its visualisation, and its consistency. This study analyses the principles and uses of AI in physical education and provides a targeted, in-depth review of the areas of PE innovation where AI might be used, including personalised PE programmes, knowledge distribution, cloud computing, grid management practices, learner assessment, and learner counselling techniques. Our findings show how skilled in applying AI future PE teachers must be. Considering practise implications, this study discusses how AI innovations are impacting all areas of life, including physical education; it emphasises the significance of AI technologies to PE devices based on previous research; it suggests that the consequences of AI for PE may relate to other educational domains; and eventually, it adds to the body of existing publications and discusses potential directions for future research on AI tools in education and sporting activities.",A Recent Technological Development in Physical Education and Risk Mitigation Measures in Health and Educational Institutions,https://ieeexplore.ieee.org/document/10125385/
None,"In this era, people often overeat, make parties or events, where there are excessive availability of food. As well as shops or restaurants that sell food, has ready-to-eat foods that only lasts one day and then treated as expired food. Often this precious food is thrown in the trash, and meanwhile, many destitute people cannot eat enough per day. Therefore, this research paper aims to mobilize people who overeat and donate their excess food that can still be consumed to those in need. This smartphone application is equipped with activities such as registering for new donors who want to join the mobile application and logging in for donors who are already registered in the mobile application. Donors can monitor couriers taking photos of recipients with food donated from donors. In addition, donors can select the food category for donation and input amount, track the donated food that the courier has picked up, and send it to the recipient. This mobile application is also equipped with donors to share experiences, ideas, and views based on topics created by staff and available threads.",Sharing Food with FoodLifeSavr Smartphone App,https://ieeexplore.ieee.org/document/9743040/
None,"Machine Learning has the potential to discover new correlations between energy usage in apartments and variables such as seasonality, apartment location, size, efficiency and details of those staying in the apartments, thus helping apartments to become more sustainable and helping those who stay in them to use less energy. The biggest impedance to creating such ML tools is lack of viable data - without the data, the tools cannot be created - yet it is not feasible to wait for several years' worth of good data before creating the tools. Here we present a solution to this problem: the use of a digital twin to generate synthetic data. This approach is viable even when there is no existing data, but when expert knowledge about the relationship between systems exist. To achieve this, we develop a new agent-based synthetic data generator (ASDG) and explore a case study with a corporate housing and luxury alternate accommodation marketplace called TheSqua.re. We show that unlimited quantities of realistic data can be automatically generated, including data for different scenarios, and that it can be used by Machine Learning to discover the underlying correlations.",Generating Synthetic Energy Usage Data to Enable Machine Learning for Sustainable Accommodation,https://ieeexplore.ieee.org/document/9591016/
None,"Image classification is heavily used in many technologies. Applications like Face identification, Video surveillance are some practices of image classification. Vehicle Classification is one of the critical domains of Image Classification. This research aims to find efficient methods for Vehicle classification that help solve real-world problems like security, surveillance, and traffic jams. The dataset was used from Kaggle Website for training the models. We have augmented the data to achieve better accuracy of models. In this research, we have focused on Deep Neural Networks which provide more accuracy. We will be using a Simple 4-layer Convolutional Neural Network and Pre-built Models like AlexNet, VGGNet, and DenseNet. After processing our augmented data, we fed it to the CNN model and compared the different models’ results. It was found that DenseNet is having highest accuracy (87%) on the vehicle dataset. Furthermore, this method can be useful for any type of image classification task. Training the model for different weather conditions such as winter, monsoon, etc. is possible. The models can be helpful in many sectors for example in Tumor detection in MRI reports in healthcare or for identifying different cracks and damages of building in the civil sector.",An Efficient Deep Learning Based Vehicle Classification System for Indian Vehicle,https://ieeexplore.ieee.org/document/10051313/
None,"Many industries nowadays struggle with serious security issues, thus hiring security guards is necessary to accomplish security. People make many mistakes as human beings, such as missing targets, and they only have so much energy (they are not able to monitor your environment continuously). These factors may have an impact on the level of security. The methods used worldwide to acquire facial detection and facial recognition also fall under the category of image processing, which is a subset of machine learning and is classified as an aspect of artificial intelligence. In security-sensitive regions, the facial recognition technology may identify a person and lessen the need for men to patrol. A series of photos are taken by the camera sensor as soon as a person enters a highly protected location, and these snapshots are analysed and compared to any previous images in the data set of an authorised individual. The key reason for image processing is that, in the future, this system will handle identification and verification for improved security problem accuracy and transparency. This project is being developed to let authorised users access to restricted locations.",Image Processing Based Security Management System,https://ieeexplore.ieee.org/document/10059901/
None,"The new generation of artificial intelligence technology represented by big data analysis and deep learning is an important means to lead the industry’s intelligent upgrading and digital transformation. With the advancement and construction of distribution network automation and enterprise middle stations, the distribution network business is showing a development trend of multi-relation and high integration. As a connection object between various business systems, graph model data plays a very important role. This paper proposes a method to manage distribution network graphics and models in the field of power system by using artificial intelligence technologies such as deep machine learning and image recognition. It can intelligently identify and organize the distribution network equipment, connections, text and other elements in CAD(Computer Aided Design) drawings, and automatically generate a structured picture description file of the distribution network wiring diagram, and on this basis, runs through the graphical models import and update process of the distribution network production management system, effectively solving the pain points of the distribution network business, and improving the intelligent level of the distribution network diagram model operation and maintenance.",The Application of Artificial Intelligence Technology in the Management of Distribution Network Graphics and Models,https://ieeexplore.ieee.org/document/9735531/
None,"Rural and remotes places in India, electricity is either unavailable or there is an irregular supply of electricity due to the lack of technological facilities. This leads to one of the main concerns, which is the storage of food materials, medicine, vaccines and other provisions. This might cause a major loss for the people who survive on a daily income basis, such as petty shop owners, pharmacists, farmers, which in-turn, would cause an economic crisis suffer a loss if there is no refrigeration for their condiments. Similarly, pharmacists find it hard to refrigerate medicines in areas where there is an interrupted or irregular supply of power. There are a few products which have to be maintained at a suitable temperature for further usage and to keep them effective. Food and Medical preservation needs sustainable refrigeration and hence help in maintaining the quality of the products. Therefore, using a renewable form of energy that is solar energy for the DC Refrigeration in rural areas will provide sustainable and affordable solution for areas where there is interrupted electrical supply. Therefore, this paper explains how rural electrification can be implemented by the use of a DC Refrigerator at low cost and less maintenance.",Renewable energy based efficient portable DC refrigerator for rural electrification and convenience - An Overview,https://ieeexplore.ieee.org/document/9742945/
None,"Recently developed advanced applications of Brushless DC (BLDC) motor demands for variable speed operation to equate the assessed performance. In this connection, many speed controlling techniques are introduced for the fruitful operation of BLDC motor at various speed levels. The performance of the existing techniques is up to the mark for a fixed speed reference. During dynamic change in reference speed the existing techniques fail to follow the path. Therefore, there is a need to regulate the speed of the BLDC motor during dynamic conditions. Speed regulation is achieved by minimizing the residual error content. If the content of residual error increases, there will be a deviation between actual and reference speed resulting in poor speed regulation. Hence, this paper presents a novel and simple controlling technique based on Multi-Layer Perceptron (MLP) technique, which is capable of regulating the speed as per the dynamic reference path by minimizing the residual error content. MLP is from the compound of deep learning artificial neural network has two layers, one receives speed error data from the traditional PID controller, and the other layer predicts the output data. Computations are performed through Gradient Descent for arbitrary hidden layers to reduce the speed error. As the computed data approaches the target, optimal data for the speed regulation is attained.",Speed Regulation of Closed Loop Brush less DC (BLDC) Motor Using Novel Multi-Layer Perceptron Approach,https://ieeexplore.ieee.org/document/10125354/
None,"The impact of Industry 4.0 will result in more automatic connected assembly lines, which are designed for manufacturing individual and customised products on demand. To enable this capability, the need for information-driven services were introduced, with the ambition that all physical, virtual and human entities shall be able to communicate among each other. This approach will provide much more elaborate production systems with vast amounts of information to transfer. The arising additional data integration challenges have to be solved. This paper motivates the need for the interoperability on the data level, to enable the unified input and output of artificial intelligence (AI) algorithms. Therefore, the approach containing an information model and corresponding translation processes are presented. In doing so, a semantic mediator will be used as a middle layer for gathering all data and provide unified data to AI methods - here, an expert system (ES). Finally, an extracted use case is shown where an ES will optimise the energy efficiency of a running production process by providing the relevant data. By intervening in the actual process, it shows the importance of converting the required input data into one unified format for an AI system.",Sustainable Data Management for Manufacturing,https://ieeexplore.ieee.org/document/8792808/
None,"The Development scenario for renewable energy across the globe is changing rapidly in terms of capacity addition and grid interconnection. The impact of wind energy on electricity price is significant and it is an important task for power system planners to forecast the price in light of its variability. The impact of wind energy penetration on electricity price using Support Vector Regression (SVR) and Deep Neural Network (DNN) has been investigated for the Austria Electricity market. From the evaluation metrics calculation, it is observed that the DNN model performs better over SVR for the available dataset. The MAPE Value for DNN model was found 5.384 for the available dataset.",Impact Analysis of wind Energy on Electricity Price using Deep Neural Network,https://ieeexplore.ieee.org/document/9441068/
None,"Electric vehicles (EVs) and renewable energy, such as wind power, have been widely utilized to meet the sustainable development of our society. To this end, research articles on the operation performance of the EV-wind integrated power system are important. This article proposes a coordinated scheduling model, which aims to improve the wind power adsorption while considering the energy conservation and emission reduction of thermal generators. Besides, to conduct a comprehensive investigation among these multiple objectives, we formulate the coordinated scheduling model as a multiobjective optimization problem. Then, a multiobjective optimization algorithm based on a parameter adaptive differential evolution is proposed to solve this problem. Simulation results based on a modified Midwestern USA power system verify that the proposed scheduling model could reveal the relationship among multiple objectives, and the integration of EVs can improve the wind power adsorption and cost effectiveness of the power system.",Coordinated Scheduling for Improving Uncertain Wind Power Adsorption in Electric Vehicles—Wind Integrated Power Systems by Multiobjective Optimization Approach,https://ieeexplore.ieee.org/document/9016077/
None,"Renewable energy is becoming a very popular source for power generation nowadays. In the context of Bangladesh, solar energy has become the most prospective renewable resource for which solar irradiance is a very important parameter. Being able to forecast the solar irradiance accurately can facilitate efficient design of any solar power plant. In this study we have used an Artificial Neural Network (ANN) which is essentially a Machine Learning (ML) approach. As it is time series-based forecasting, we have taken past 15 years' (20002015) daily data from the renewable energy community of NASA database. We have chosen a coastal area for this study case like Saintmartin near Teknaf which has a boundless role in Bangladesh. Here, a feed forward back propagation neural network has been used. Eight important parameters have been considered as independent input variables to forecast daily solar irradiance and the parameters are - air temperature, wind speed, precipitation, humidity, surface pressure, insolation clearness index, and earth skin temperature. The proposed model has provided prediction results with good accuracy and minimal error.",Forecasting Solar Irradiance Using Machine Learning,https://ieeexplore.ieee.org/document/9350400/
